Column1,Column2,Column3
PI ,Common Name (from GRIN),
PI629008,OHIO FG3,
PI642768,OHIO FG5,
PI224273,Ohita Ahidaizu No. 2,
PI507121,Oho ibaraki,
PI417206,Oho Mame,
PI507122,Oho Mame,
PI417205,Ohoibaragi,
PI88461,Ohokubi,
PI227333,Ohozyu,
PI219787,Ohwu No. 13,
PI157459,Oi-al-kong,
PI157460,Oi-al-kong,
PI157458,Oi-al-kong No. 3,
PI157457,Oi-al-kong No. 5,
PI417207,Oiarugon,
PI82532,Oiarukon,
PI87076,Oiarukon,
PI87606,Oiarukon,
PI507123,Oiarukon,
PI83944,Oiarukonkii,
PI507124,Oiran,
PI507125,Oiranwase,
PI228056,Oita Akidaizu,
PI423968,Oita Akidaizu 1,
PI229346,Ojiro,
PI417208,Oka Kaizu,
PI507126,Okatsu mame,
PI507127,Okatsu mame,
PI417209,Okita 1,
PI548602,Oksoy,
PI200515,Oku Kuro Daizu,
PI507128,Oku mame,
PI227214,Oku-mame,
PI594245A,Okuhara 1-B,
PI417210,Okuhara daizu,
PI196159,Okuhara-1,
PI360842,Okumejiro,
PI561389A,Okura Natto,
PI80466-1,Okuro Maru Daizu,
PI80466,Okuro maru daizu,
PI423888,Okushirome,
PI200516,Okute,
PI19986,Okute Mame,
PI417211,Okuyutaka,
PI507130,Okuzai 125-5-30-4-1,
PI548478,Old Dominion,
PI643976,OLERICHI50,
PI445835,Olima,
PI602060,Olympus,
PI597382,Omaha,
PI187153,Omejiro,
PI675957A,"ông L_ Qu_c __t, C_c L_i 1",
PI675957,"ông L_ Qu_c __t, C_c L_i 1",
PI675958,"ông L_ Qu_c __t, C_c L_i 2",
PI417212,Oni Akasaya,
PI84987,Oni Hadaka,
PI507133,Oni hadaka (1),
PI507134,Oni hadaka (Kounosu),
PI507131,Oni hadaka 7,
PI507132A,Oni hadaka sai 1,
PI87622,Onihadaka,
PI200517,Onihadaka No. 6,
PI200518,Onihadaka No. 7,
PI200519,Onihadaka Saki No. 1,
PI200520,Ono,
PI423969,Ono Zairai,
PI548396,Ontario,
PI153317,Onze Novembre,
PI507135,Oodama,
PI594247,Oodate 1 (Take 16),
PI417213,Oohama,
PI507136,Oohama Daizu,
PI507137,Ooho Mame,
PI417214,Ooinoue 50,
PI417215,Ooita Aki Daizu 2,
PI507138,Oojiro,
PI507139,Oojiro,
PI417216,Oojiro 1,
PI594249,Oojiro 1,
PI417217,Ookintou,
PI417218,Oomedama,
PI417219,Oomejiro,
PI417220,Oomoto Mame,
PI417221,Oono Zairai (B),
PI417222,Oono Zairai (C),
PI438284,Oonozairai A,
PI417223,Oonuki Zairaishu,
PI507140,Oooka Zairai,
PI507141,Oosaka mame,
PI417224,Ooshika Daizu,
PI423916,Ooshika daizu,
PI507142,Ooshika Daizu,
PI507143,Ooshika Zairai,
PI417225,Ooshiratama,
PI538405,Oosodefuri,
PI593970,Oosodeno mai,
PI507144,Ootama,
PI507145,Ootsuka,
PI594250,Ootsuru,
PI507146,Ootsuura,
PI561393,Ootura,
PI417226,Ooyachi,
PI417227,Ooyachi 1,
PI417228,Ooyachi 3,
PI196160,Ooyachi-2,
PI438300,Opal-kon,
PI507147,Oraku mame,
PI471904,Orba,
PI407779,ORD 8103,
PI407781A,ORD 8105,
PI407781B,ORD 8105,
PI407781C,ORD 8105,
PI407784,ORD 8108,
PI407785,ORD 8109,
PI407786A,ORD 8110,
PI407786B,ORD 8110,
PI407787,ORD 8111,
PI407788A,ORD 8113,
PI407788B,ORD 8113,
PI407788C,ORD 8113,
PI407828,ORD 8114,
PI407789,ORD 8115,
PI407829,ORD 8116,
PI407830,ORD 8117,
PI407790-2,ORD 8118,
PI407790-1,ORD 8118,
PI407791,ORD 8119,
PI407831,ORD 8120,
PI407833A,ORD 8123,
PI407833B,ORD 8123,
PI407833C,ORD 8123,
PI407834,ORD 8124,
PI407792,ORD 8125,
PI407835,ORD 8126,
PI407793,ORD 8127,
PI407794,ORD 8128,
PI407797,ORD 8131,
PI407798,ORD 8132,
PI407836,ORD 8133,
PI407799,ORD 8134,
PI407837,ORD 8135,
PI407800,ORD 8136,
PI407802,ORD 8138,
PI407803,ORD 8139,
PI407838,ORD 8140,
PI407804,ORD 8142,
PI407807,ORD 8145,
PI407808-2,ORD 8146,
PI407808-1,ORD 8146,
PI407809,ORD 8147,
PI407839-2,ORD 8149,
PI407839-1,ORD 8149,
PI407840,ORD 8151,
PI407841,ORD 8152,
PI407842,ORD 8153,
PI407811,ORD 8154,
PI407843,ORD 8155,
PI407844,ORD 8156,
PI407813,ORD 8158,
PI407814-2,ORD 8159,
PI407814-1,ORD 8159,
PI407815,ORD 8162,
PI407816,ORD 8163,
PI407819,ORD 8166,
PI407821A,ORD 8168,
PI407821B,ORD 8168,
PI407822,ORD 8169,
PI407824,ORD 8171,
PI407825,ORD 8195,
PI407846,ORD 8197,
PI511359,ORG83-117,
PI511360,ORG83-149,
PI511361,ORG83-151,
PI511357,ORG83-71,
PI511358,ORG83-72,
PI511356,ORG83-9,
PI438411,Orhrolwuca,
PI430737,Oribi,
PI594252A,Orihime,
PI423941,Orihime,
PI90221,Oriorkon,
PI507148,Orugibaru,
PI83881,Orukon,
PI88810,Orukon,
PI88815,Orukon,
PI417229,Orukon,
PI87011,Orukongu,
PI507692A,Orzu,
PI424208,Os-289,
PI648270,OSAGE,
PI548397,Osaya,
PI153283,Oscar Baumann,
PI189960,Oscar Dickmann,
PI437312,Osetinscaja 132,
PI384470,Osetinskaja 132,
PI360843,Oshimashirome,
PI423970,Oshoku akidaizu,
PI248406,Osijecka,
PI546039,OT89-01,
PI546040,OT89-02,
PI546041,OT89-03,
PI546042,OT89-04,
PI546043,OT89-05,
PI546044,OT89-06,
PI546045,OT89-07,
PI546046,OT89-08,
PI546047,OT89-09,
PI546048,OT89-10,
PI546049,OT89-11,
PI546050,OT89-12,
PI546051,OT89-13,
PI546052,OT89-14,
PI546053,OT89-15,
PI591429,OT93-26,
PI591430,OT93-28,
PI591433,OT94-37,
PI591434,OT94-39,
PI591435,OT94-41,
PI591431,OT94-49,
PI591432,OT94-51,
PI247679,Otootan,
PI548479,Otootan,
PI239237,Otootan No. 27,
PI239236,Otootan No. 6,
PI548673,Ottawa,
PI417230,Ou kei 1,
PI507153,Ou kei 15,
PI417231,Ou kei 2,
PI417232,Ou kei 3,
PI507149,Ou kei 5,
PI507150,Ou kei 6,
PI507151,Ou kei 7,
PI417233,Ou kei 9,
PI507152,Ou kei 9,
PI504489,Ou yuan tsao shen,
PI504502,Ou yuan tsao shen,
PI567191,Ouesso,
PI507154,Ougi mame,
PI507155,Ouhouju,
PI594254,Ouhoushu,
PI200521,Oura,
PI507156,Oushoku Aki Daizu,
PI423917,Oushoku Aki Daizu 34,
PI507157,Oushoku natsu daizu,
PI417234,Ousyoku aki daizu 34,
PI417238,Ouu 11,
PI417239,Ouu 12,
PI594255,Ouu 13,
PI417235,Ouu 3,
PI417236,Ouu 4,
PI507158,Ouu 5,
PI507159,Ouu 5,
PI417237,Ouu 7,
PI507160,Ouu 8,
PI229347,Ouu No. 4,
PI665477,OW0912575,
PI669426,OW0913200,
PI669415,OW1011073,
PI669427,OW1011829,
PI669396,OW1012750,
PI669397,OW1012936,
PI669425,OW1012939,
PI669401,OW1012976,
PI669416,OW1113014,
PI672045,OW1113707,
PI672046,OW1117105,
PI672047,OW1117461,
PI672048,OW1119015,
PI633567,Owens,
PI427139,Owonchoseng ji doo,
PI684650,Owyhee1,
PI86113,Oyachi Senshitsadairyu,
PI633970,OZARK,
PI423971A,Ozu ura,
PI542404,Ozzie,
PI379622,P 156,
PI391586,P'ing ting hsiang,
PI684623,P0007A43R,
PI684622,P000A87R,
PI684620,P002A63R,
PI674519,P006T78R,
PI684621,P007A90R,
PI674520,P02T54R,
PI684618,P04A60R,
PI684619,P06A13R,
PI674521,P08T36R,
PI674522,P09T74R2,
PI674523,P15T46R2,
PI674524,P18T26R2,
PI674525,P18T31R,
PI674526,P19T78R,
PI674527,P22T73R,
PI674528,P24T93R,
PI684624,P25A65R,
PI674530,P28T08R,
PI674531,P28T71X,
PI674532,P29T40PR,
PI674533,P31T38X,
PI674534,P31T52X,
PI674535,P31T77R,
PI674536,P32T16R,
PI674537,P32T49PR,
PI674538,P35T27X,
PI674540,P36T14R2,
PI674541,P36T86R,
PI674542,P37T92X,
PI674543,P38T20X,
PI674544,P39T03X,
PI674545,P40T26X,
PI674546,P40T55PR,
PI674547,P41T33R,
PI674548,P45T48R,
PI674549,P46T01R,
PI674553,P46T09BR,
PI674550,P46T30X,
PI674551,P46T59R,
PI674552,P47T44X,
PI674555,P53T18X,
PI674556,P56T12SR,
PI674557,P56T29R2,
PI556489,P61-22,
PI674558,P73T38X,
PI556498,P83-14,
PI636444,PA 15,
PI404190,Pa dou,
PI603467,Pa man jiang nan qing,
PI603468,Pa man qing,
PI603469,Pa man qing,
PI437683,Pa-man-tsin,
PI602496,Pace,
PI518665,Padre,
PI548398,Pagoda,
PI68011,Pai Hua Tso Zu,
PI518288,Pai Mei Tou,
PI504490,Pai niao chi tou,
PI377573,Pai-May-Drew,
PI93559,Paimei Tou,
PI93560,Paimei Tou,
PI297541,Pak cok taj,
PI507161,Pakchong,
PI86972-1,Pakute,
PI83858,Pakute,
PI88811,Pakute,
PI597478A,Paldalkong,
PI468375,Pallel,
PI438412,Palmetto,
PI548480,Palmetto,
PI628878,Pampeira,
PI171436,Pan-San,
PI171437,Pan-San,
PI597387,Pana,
PI661261,Panderman,
PI548399,Pando,
PI297542,Pannonia 10,
PI361099,Pannonia 8,
PI438413,Pannonia 8,
PI361100,Pantera,
PI179825,Paoting,
PI372419,Pappelsdorf,
PI628879,Parana,
PI203404,Parana Precoce,
PI628880,Paranagoiana,
PI628881,Paranaiba,
PI562374,Parker,
PI548400,Patoka,
PI157462,Patten,
PI548401,Patterson,
PI290114,Pavilikeni 502,
PI290115,Pavilikeni 519,
PI438352,Pavliceni 1,
PI438353,Pavliceni 502,
PI378674A,Pavlikeni 519,
PI347548,Pavlikieni 2,
PI347549,Pavlodovskaia,
PI583367,Pearl,
PI567744A,Pei xian ba yue zha,
PI567745,Pei xian cheng guan tian e dan,
PI567746,Pei xian da bai jiao,
PI594901,Pei xian da bai jiao,
PI603680,Pei xian da bai pi,
PI567747,Pei xian da bai pi jia,
PI567748,Pei xian da bai pi yi,
PI567749A,Pei xian da hong mao,
PI567750,Pei xian da ping ding huang,
PI561271,Pei xian da quing dou,
PI567751A,Pei xian hong mao you,
PI594900A,Pei xian hong mao you,
PI567752,Pei xian lian mao sheng,
PI567753A,Pei xian liu yue xian,
PI567754,Pei xian ping ding hei,
PI567755A,Pei xian ping ding huang yi,
PI567756,Pei xian si li cao,
PI567757,Pei xian tie jiao huang,
PI567758,Pei xian tu shan da ping ding huang,
PI567759,Pei xian xiao bai jian ke,
PI567760,Pei xian xiao bai pi,
PI567761,Pei xian xiao hong dou,
PI567762A,Pei xian xiao huang ke,
PI567763,Pei xian xiao you dou,
PI417240,Peing bukai,
PI179826,Peiping,
PI171427,Peiping Large,
PI417241,Pekin dai outou,
PI417242,Pekin dai seitou,
PI417243,Pekin kuro daizu,
PI438496A,Peking,
PI297543,Peking,
PI438497,Peking,
PI548402,Peking,
PI361101,Pekmok Sorip,
PI639569,PELICAN SM-ICA,
PI441359,Pelita,
PI548523,Pella,
PI509044,Pella 86,
PI638510,Pembina,
PI548403,Pennsoy,
PI515961,Pennyrile,
PI82184,Pepute,
PI82263-1,Pepute No. 2,
PI361102,Peragis St. II,
PI445817,Peragis Stamm II,
PI378675A,Peremoga,
PI507693,Peremoga,
PI165676,Perfume,
PI578335A,Perla 25,
PI259540,Pero Yellow 380,
PI628882,Perola,
PI536637,Perrin,
PI548603,Perry,
PI548604,Pershing,
PI556490,PETERSON 85,
PI548694,Peterson Jade,
PI153305,Petit Jaune de Hougrie,
PI417244,Petten,
PI548645,Pharaoh,
PI361103,Phek-The,
PI578461,Phi hai,
PI606413,Pho yen,
PI438355,Phruvirt,
PI654829,Phu Cat,
PI578462,Phu tam,
PI437686,Phu-shou,
PI437687,Phu-sou,
PI578463,Phuc hoa,
PI606414,Phuc sen,
PI437684,Phudihuan,
PI437685A,Phun-zhun,
PI654830A,Phuong Lam,
PI654830B,Phuong Lam,
PI437689,Phyn-sen'-sjao-baj-pi,
PI587692A,Pi wai qing,
PI602993,Pi xian ruan tiao zhi,
PI574534,Piatt,
PI438370,Piava,
PI548988,Pickett,
PI548982,Pickett 71,
PI319532,Pin din kuaw,
PI404193,Pin dun huan,
PI319527,Pin tin hwang,
PI437690,Pin-din-guan,
PI437692,Pin-din-sjan,
PI437693,Pin-din-sjan,
PI438301,Pinazacon,
PI548481,Pine Dell Perfection,
PI507162,Pine pu,
PI594475A,Ping chuan huang dou No. 3,
PI594494A,Ping chuan lu dou,
PI567568A,Ping ding huang,
PI567572A,Ping ding huang,
PI567573A,Ping ding huang,
PI567574A,Ping ding huang,
PI538378,Ping ding huang,
PI567569,Ping ding huang,
PI567570,Ping ding huang,
PI567571,Ping ding huang,
PI567575,Ping ding huang,
PI567576,Ping ding huang,
PI567577,Ping ding huang,
PI567463,Ping ding shan,
PI567578A,Ping ding si,
PI603384,Ping ding xiang,
PI603386,Ping ding xiang,
PI603330,Ping ding xiang B,
PI567464,Ping ding xiao huang dou,
PI561357,Ping hu cu huang dou,
PI567363A,Ping luo huang da dou,
PI567364,Ping luo huang da dou,
PI587946A,Ping nan qiu da dou,
PI561358A,Ping non dou,
PI407722,Ping ting sheung,
PI587672,Ping tou huang,
PI518290,Ping Tung Chu Tzu Tou,
PI567579,Ping wang dou zi,
PI467328,Ping-ding-xiang,
PI467329,Ping-ding-xiang,
PI479731,Pingdingsi,
PI479732,Pingdingxiang,
PI283327,Pingtung Pearl,
PI437187,Pintars,
PI417503,Pioneira,
PI340902,Pitsanuloak,
PI543856,Pixie,
PI556521,PL 6712424,
PI556523,PL 6940104,
PI556569,PL 70-10546D,
PI556618,PL 707743,
PI556542,PL 709947,
PI556568,PL 72-3176L,
PI556539,PL 723299L,
PI507694,Plamia,
PI628883,Planalto,
PI548605,Platte,
PI153219,Platter Early Brown,
PI361104,Plattergelbe,
PI497968,PLSO 101,
PI497969,PLSO 106,
PI497965,PLSO 13,
PI497966,PLSO 55,
PI497967,PLSO 96,
PI346298,PLSO-10,
PI346300,PLSO-16,
PI346301,PLSO-18,
PI346302,PLSO-26,
PI346304,PLSO-41,
PI346305,PLSO-54,
PI346306,PLSO-56,
PI346307,PLSO-63,
PI346308,PLSO-70,
PI346309,PLSO-73,
PI548482,Pluto,
PI548483,Pocahontas,
PI612620,POL234717,
PI612621,POL234718,
PI612622A,POL234719,
PI612622B,POL234719,
PI548404,Poland Yellow,
PI437345,Polucul'turnaja,
PI437918,Polucul'turnaja C10,
PI548674,Polysoy,
PI548606,Pomona,
PI556486,PONTIAC,
PI153266,Poppelsdorf,
PI438326,Poppelsdorf 238,
PI189939,Poppelsdorf 3/1225,
PI91684,Porikon,
PI548607,Portage,
PI548405,Portugal,
PI438345,Potch 156,
PI438346,Potch 313,
PI438344,Potch 36,
PI148260,Potchefstroom,
PI210353,Potchefstroom 184,
PI507163,Potten 26,
PI445818A,Praemata,
PI372420,Praemata,
PI628884,Prata,
PI437542,Pratsja,
PI437543,Pravda,
PI442037,Prawda,
PI290140,Precoce,
PI445836,Precoce 90,
PI438466,Precoce de Milly,
PI507695,Premera,
PI548520,Preston,
PI259542,Preta da Estacao,
PI612157,PRICHARD,
PI548680,Pridesoy 57,
PI437346,Primorscaja 1,
PI437350,Primorscaja 500,
PI437147,Primorscaja 71,
PI437348,Primorscaja 71,
PI437351,Primorscaja 762,
PI437347,Primorscaja 8,
PI347550A,Primorskaia 494,
PI549049A,Primorskaja,
PI567229A,Primorskaja 1081,
PI549052,Primorskaja 13,
PI404157,Primorskaja 494,
PI378676A,Primorskaja 500,
PI404158,Primorskaja 500,
PI378677A,Primorskaja 508,
PI507696A,Primorskaja 529,
PI384473,Primorskaja 529,
PI437342,Primorskaja 529 (Gundzulinscaja 529),
PI404156,Primorskaja 533,
PI404155A,Primorskij 450,
PI290141,Primorszkaia 529,
PI297544,Primorszkaja 529,
PI548554,Prize,
PI556748,PRN-82,
PI587185,Probst,
PI643146,Prohio,
PI597389,Prolina,
PI638511,ProSoy,
PI548528,Protana,
PI542769,Proto,
PI548608,Provar,
PI594772A,Pu bei tai wei da hei dou,
PI594523,Pu cheng ma dou,
PI602994,Pu dong da huang dou,
PI603598A,Pu dou 426,
PI588025,Pu le lu lan zi No. 2,
PI587969,Pu le lu lan zi No. 3,
PI603609,Pu qi huang se dou,
PI587942,Pu tian jiu yue wu,
PI594531,Pu tian lu xie,
PI603597,Pu xi 542,
PI567646A,Pu yang tie jiao huang,
PI417559,Pulaska Zolta Wczesna,
PI438371,Pulawska,
PI417518,Pulawska Wczesna,
PI423715,Pulawska Wczesna,
PI438453,Pulawsna Zo'lta Weresna,
PI82527,Pumunkon,
PI255734,Punjab No. 1,
PI198078,Punjab-1,
PI86892,Purukomukon,
PI556488,PX 181-88,
PI556484,PX 185-44,
PI512039,Pyramid,
PI675884,Q4,
PI675885,Q7,
PI594617,Qi chuan dou,
PI587631A,Qi dong deng long dou jia,
PI587632A,Qi dong guan qing dou jia,
PI587630A,Qi dong sha lu dou yi,
PI587609A,Qi dong xian hao dou No. 1,
PI587610,Qi dong xiao an huang jia No. 1,
PI587611,Qi dong xiao an huang jia No. 2,
PI594575,Qi du qing pi dou,
PI603492,Qi hei dou,
PI468408A,Qi Huang No. 1,
PI561375,Qi huang No. 1,
PI458512,Qi Huang No. 10,
PI588013,Qi shi zao,
PI567580A,Qi si mi,
PI567582A,Qi si wa,
PI567581,Qi si wa,
PI567583A,Qi tu gu,
PI567647A,Qi xian cao dou,
PI587891A,Qi yue ba,
PI587860,Qi yue bai,
PI594605A,Qi yue dou,
PI594618A,Qi yue dou,
PI594644A,Qi yue dou,
PI587896,Qi yue dou,
PI594819,Qi yue huang,
PI567584,Qi yue mang,
PI587890A,Qi yue qing,
PI603375,Qian guo jian ye he jia dou,
PI567347,Qian lu gun dou,
PI594589,Qian yang huang dou,
PI603725,Qiao wo huang dou,
PI567648A,Qin yang hui jiao cao bai dou,
PI602992,Qin yang shui dou,
PI467331,Qin-dou 84,
PI467330,Qin-dou No. 2,
PI603479,Qing ba yue xian,
PI567365,Qing da dou,
PI587703A,Qing dou,
PI587699,Qing dou,
PI587701,Qing dou,
PI587659A,Qing dou zi,
PI567649,Qing feng xiao bai mei,
PI603726,Qing hu dou,
PI603472A,Qing huang dou,
PI603473,Qing huang dou,
PI603641,Qing huang dou,
PI594636,Qing huang za dou 12,
PI594701,Qing huang za dou No. 10,
PI594711A,Qing huang za dou No. 3,
PI594634,Qing huang za dou No. 5,
PI594635A,Qing huang za dou No. 6,
PI594700A,Qing huang za dou No. 7,
PI587676,Qing ke dou,
PI603411,Qing mo shi dou,
PI587698A,Qing pi,
PI587864A,Qing pi ai jiao,
PI603637A,Qing pi cao huang dou,
PI587705A,Qing pi dou,
PI594492A,Qing pi dou,
PI594562A,Qing pi dou,
PI594674A,Qing pi dou,
PI587889,Qing pi dou,
PI587895,Qing pi dou,
PI587897,Qing pi dou,
PI587901,Qing pi dou,
PI587704,Qing pi dou,
PI587702,Qing pi dou,
PI594477,Qing pi dou,
PI594483,Qing pi dou,
PI594488,Qing pi dou,
PI594491,Qing pi dou,
PI594706,Qing pi dou,
PI594482,Qing pi dou No. 1,
PI594703,Qing pi dou No. 1,
PI594704,Qing pi dou No. 2,
PI594705,Qing pi dou No. 3,
PI594842,Qing pi huang dou,
PI603336,Qing pi si li huang,
PI594574,Qing pi tian dou,
PI549022,Qing rang wu dou,
PI594722,Qing si liang dou,
PI587671,Qing xiang dou,
PI603441,Qing zha dou,
PI467332,Qing-mo-shi-dou,
PI561380,Qingyuan da qingdou,
PI603782,Qiong hai huang dou,
PI594441,Qiong lai huang mao zi,
PI587929,Qiu dou,
PI587930,Qiu dou,
PI587931,Qiu dou,
PI587909,Qiu dou,
PI587958,Qiu dou No. 1,
PI587933,Qiu hei dou,
PI588037,Qu jiang shi yue huang,
PI163453,Quail Haven,
PI594725,Quan zhou xiao huang dou,
PI606415,Quang hoa,
PI606416A,Quang ngai ron den,
PI606417,Quang nghia ron trang,
PI606418A,Quang uyen,
PI83893,Quanpadai,
PI675898,Qu_ t_o 1,
PI675899,Qu_ T_o 2 ,
PI675900,Qu_ t_o 3,
PI561359,Qui dou,
PI476907,Qui-hop,
PI578500,Qun xuan No. 1,
PI458828,Qunxuan No. 1,
PI379621,R 10,
PI659989,R01-2731F,
PI659988,R01-3474F,
PI647960,R01-416F,
PI647961,R01-581F,
PI659697,R05-1415,
PI659698,R05-1772,
PI682131,R10-5086,
PI424190,R11-17/76,
PI682132,R11-6870,
PI674554,R50T15BR,
PI647962,R95-1705,
PI659987,R99-1613F,
PI556533,RA-401,
PI556596,RA-402,
PI556702,RA-403,
PI556760,RA-405,
PI556759,RA-451,
PI556758,RA-452,
PI556559,RA-480,
PI556611,RA-481,
PI556532,RA-501A,
PI556704,RA-502,
PI556494,RA-526,
PI556700,RA-580,
PI556534,RA-601,
PI556558,RA-604,
PI556703,RA-606,
PI556647,RA-680,
PI556739,RA-701,
PI556740,RA-800,
PI290142,Rabakecoli 10,
PI360844,Raiden,
PI417245,Raikou,
PI437272,Rajner,
PI548484,Ralsoy,
PI438327,Rameau 72,
PI548609,Rampage,
PI184047,Rana Br. 442,
PI633424,Randolph,
PI261472,Ranetsu No. 1,
PI417246,Rankoshi,
PI507164,Rankoshi 1,
PI196161,Rankosi-1,
PI507697,Ranniaja 10,
PI437694,Rannjaja,
PI507165,Ransei,
PI548989,Ransom,
PI490768,Raoshangun,
PI153223,Ras 20,
PI153233,Ras 89,
PI507698,Rassvet,
PI372421A,Rastatter Schwartze,
PI445819,Raststatter Schwarze,
PI86050,Rasuto San,
PI661262,Ratai,
PI197182,Raub 16.1422,
PI407107,RB 1072,
PI407109,RB 1072,
PI407116,RB 1072,
PI407118,RB 1072,
PI407141,RB 1072,
PI407143,RB 1072,
PI407144,RB 1072,
PI407150,RB 1072,
PI407151,RB 1072,
PI407152,RB 1072,
PI407158,RB 1072,
PI407018,RB 1072,
PI407019,RB 1072,
PI407020,RB 1072,
PI407021,RB 1072,
PI407022,RB 1072,
PI407023,RB 1072,
PI407024,RB 1072,
PI407025,RB 1072,
PI407026,RB 1072,
PI407027,RB 1072,
PI407028,RB 1072,
PI407029,RB 1072,
PI407030,RB 1072,
PI407031,RB 1072,
PI407033,RB 1072,
PI407034,RB 1072,
PI407035,RB 1072,
PI407036,RB 1072,
PI407037,RB 1072,
PI407038,RB 1072,
PI407039,RB 1072,
PI407040,RB 1072,
PI407041,RB 1072,
PI407042,RB 1072,
PI407043,RB 1072,
PI407044,RB 1072,
PI407045,RB 1072,
PI407046,RB 1072,
PI407047,RB 1072,
PI407048,RB 1072,
PI407049,RB 1072,
PI407050,RB 1072,
PI407051,RB 1072,
PI407052,RB 1072,
PI407053,RB 1072,
PI407054,RB 1072,
PI407055,RB 1072,
PI407056,RB 1072,
PI407057,RB 1072,
PI407058,RB 1072,
PI407059,RB 1072,
PI407060,RB 1072,
PI407061,RB 1072,
PI407062,RB 1072,
PI407063,RB 1072,
PI407064,RB 1072,
PI407065,RB 1072,
PI407066,RB 1072,
PI407067,RB 1072,
PI407068,RB 1072,
PI407069,RB 1072,
PI407070,RB 1072,
PI407071,RB 1072,
PI407072,RB 1072,
PI407073,RB 1072,
PI407074,RB 1072,
PI407075,RB 1072,
PI407076,RB 1072,
PI407077,RB 1072,
PI407078,RB 1072,
PI407079,RB 1072,
PI407080,RB 1072,
PI407081,RB 1072,
PI407082,RB 1072,
PI407083,RB 1072,
PI407084,RB 1072,
PI407085,RB 1072,
PI407086,RB 1072,
PI407087,RB 1072,
PI407088,RB 1072,
PI407089,RB 1072,
PI407090,RB 1072,
PI407091,RB 1072,
PI407092,RB 1072,
PI407093,RB 1072,
PI407094,RB 1072,
PI407095,RB 1072,
PI407096,RB 1072,
PI407097,RB 1072,
PI407098,RB 1072,
PI407099,RB 1072,
PI407100,RB 1072,
PI407101,RB 1072,
PI407102,RB 1072,
PI407103,RB 1072,
PI407104,RB 1072,
PI407105,RB 1072,
PI407106,RB 1072,
PI407108,RB 1072,
PI407110,RB 1072,
PI407111,RB 1072,
PI407112,RB 1072,
PI407113,RB 1072,
PI407114,RB 1072,
PI407115,RB 1072,
PI407117,RB 1072,
PI407119,RB 1072,
PI407120,RB 1072,
PI407121,RB 1072,
PI407122,RB 1072,
PI407123,RB 1072,
PI407124,RB 1072,
PI407125,RB 1072,
PI407126,RB 1072,
PI407127,RB 1072,
PI407128,RB 1072,
PI407129,RB 1072,
PI407130,RB 1072,
PI407131,RB 1072,
PI407132,RB 1072,
PI407133,RB 1072,
PI407134,RB 1072,
PI407135,RB 1072,
PI407136,RB 1072,
PI407137,RB 1072,
PI407138,RB 1072,
PI407139,RB 1072,
PI407140,RB 1072,
PI407142,RB 1072,
PI407145,RB 1072,
PI407146,RB 1072,
PI407147,RB 1072,
PI407148,RB 1072,
PI407149,RB 1072,
PI407153,RB 1072,
PI407154,RB 1072,
PI407155,RB 1072,
PI407156,RB 1072,
PI407157,RB 1072,
PI548646,RCAT Alliance,
PI572242,RCAT Angora,
PI548647,RCAT Persian,
PI290143,Reatz,
PI438329,Reaz 20/46-230,
NSL6459,Rebel,
PI295951,Record North,
PI310441,Red Branch,
PI371607,Red China PB 1,
PI371609,Red China VV 3,
PI341243,Red Tanner,
PI219652,Reg. No. 27,
PI219653,Reg. No. 29,
PI219656,Reg. No. 520,
PI548636,Regal,
PI372422,Reiner,
PI438467,Rejner,
PI438468,Rejner 12,
PI438381,Rejzen Zeltaja,
PI603669,Ren chao xi lu pi dou,
PI606748,REND,
PI639632A,RENTA,
PI548611,Renville,
PI189892,Reoz 20bis,
PI534645,Resnik,
PI481690,Reybi,
PI632259,RG200RR,
PI634812,RG405RR,
PI645468,RG601NRR,
PI645466,RG604RR,
PI645465,RG607RR,
PI561400,Rhodes,
PI324924,Rhosa,
PI341254,RI 84,
PI567585A,Ri zhao huang,
PI157468,Ri-ae-chong-du,
PI548406,Richland,
PI189911,Ried 528,
PI445820A,Riede 525,
PI438414,Riede 525,
PI442038A,Riekord siewiera,
PI507166,Rigai seitou,
PI417247,Rikankan,
PI417252,Rikuu 10,
PI507174,Rikuu 10,
PI507175,Rikuu 11,
PI507176,Rikuu 13,
PI507177,Rikuu 15,
PI417253,Rikuu 16,
PI417254,Rikuu 17,
PI507178,Rikuu 17,
PI507179,Rikuu 18,
PI417248,Rikuu 2,
PI417255,Rikuu 20,
PI507180,Rikuu 21,
PI507182,Rikuu 22,
PI507183,Rikuu 23,
PI507184A,Rikuu 25,
PI507185,Rikuu 26,
PI423977,Rikuu 27,
PI507186,Rikuu 28,
PI507187,Rikuu 28,
PI417256,Rikuu 29,
PI507181,Rikuu 2l,
PI507167A,Rikuu 3,
PI417257,Rikuu 30,
PI417249,Rikuu 4,
PI507168,Rikuu 4,
PI507169,Rikuu 4 (Chuukan shoku),
PI417250,Rikuu 5,
PI507170,Rikuu 6,
PI507171,Rikuu 7,
PI507172,Rikuu 8,
PI417251,Rikuu 9,
PI507173,Rikuu 9,
PI80845-1,Rikuu niju sango,
PI83923,Rikuu No. 10,
PI83925,Rikuu No. 22,
PI229349,Rikuu No. 27,
PI200522,Rikuu No. 7,
PI274212,Rikuw No.3,
PI181699,Ringgit,
PI192867,Ringgit,
PI204335,Ringgit,
PI441353,Ringgit,
PI219654,Ringgit 317,
PI205906,Ringgit No. 317,
